变量,滞后步数,滞后秒数,相关系数,绝对相关系数
3#风箱平均温度,50,100,0.06205601619240486,0.06205601619240486
3#风箱平均温度,51,102,0.06011026862157888,0.06011026862157888
3#风箱平均温度,52,104,0.06188286499901744,0.06188286499901744
3#风箱平均温度,53,106,0.06557210976814226,0.06557210976814226
3#风箱平均温度,54,108,0.06827132431891304,0.06827132431891304
3#风箱平均温度,55,110,0.068428319773868,0.068428319773868
3#风箱平均温度,56,112,0.06630163663103686,0.06630163663103686
3#风箱平均温度,57,114,0.06183436130184184,0.06183436130184184
3#风箱平均温度,58,116,0.05792086425785915,0.05792086425785915
3#风箱平均温度,59,118,0.05545033411556374,0.05545033411556374
3#风箱平均温度,60,120,0.053800526889673184,0.053800526889673184
3#风箱平均温度,61,122,0.05023327436411572,0.05023327436411572
3#风箱平均温度,62,124,0.04660113448423142,0.04660113448423142
3#风箱平均温度,63,126,0.04437248256804264,0.04437248256804264
3#风箱平均温度,64,128,0.044247517593656374,0.044247517593656374
3#风箱平均温度,65,130,0.04387560858819808,0.04387560858819808
3#风箱平均温度,66,132,0.04091515169510479,0.04091515169510479
3#风箱平均温度,67,134,0.03636464663529624,0.03636464663529624
3#风箱平均温度,68,136,0.030587701114505456,0.030587701114505456
3#风箱平均温度,69,138,0.024859617323069315,0.024859617323069315
3#风箱平均温度,70,140,0.020698368502755637,0.020698368502755637
3#风箱平均温度,71,142,0.020236261737020783,0.020236261737020783
3#风箱平均温度,72,144,0.021686970440786043,0.021686970440786043
3#风箱平均温度,73,146,0.02335217132495222,0.02335217132495222
3#风箱平均温度,74,148,0.02419130606844405,0.02419130606844405
3#风箱平均温度,75,150,0.023219304584384922,0.023219304584384922
3#风箱平均温度,76,152,0.01893076969752478,0.01893076969752478
3#风箱平均温度,77,154,0.01262624129637069,0.01262624129637069
3#风箱平均温度,78,156,0.00834523367954635,0.00834523367954635
3#风箱平均温度,79,158,0.006914267156208135,0.006914267156208135
3#风箱平均温度,80,160,0.008576006198523405,0.008576006198523405
4#风箱平均温度,0,0,0.18855682044658284,0.18855682044658284
4#风箱平均温度,1,2,0.2003791963895637,0.2003791963895637
4#风箱平均温度,2,4,0.21247826328710276,0.21247826328710276
4#风箱平均温度,3,6,0.2242949174999419,0.2242949174999419
4#风箱平均温度,4,8,0.2340710930947903,0.2340710930947903
4#风箱平均温度,5,10,0.24032425878676772,0.24032425878676772
4#风箱平均温度,6,12,0.2432056307608253,0.2432056307608253
4#风箱平均温度,7,14,0.2432558790587748,0.2432558790587748
4#风箱平均温度,8,16,0.24175119097263217,0.24175119097263217
4#风箱平均温度,9,18,0.24087559436846157,0.24087559436846157
4#风箱平均温度,10,20,0.24112670662115063,0.24112670662115063
4#风箱平均温度,11,22,0.24317755022809365,0.24317755022809365
4#风箱平均温度,12,24,0.24713164318031708,0.24713164318031708
4#风箱平均温度,13,26,0.2515445303213013,0.2515445303213013
4#风箱平均温度,14,28,0.25293152440819117,0.25293152440819117
4#风箱平均温度,15,30,0.2522404410535693,0.2522404410535693
4#风箱平均温度,16,32,0.24737326411574043,0.24737326411574043
4#风箱平均温度,17,34,0.24013330283276052,0.24013330283276052
4#风箱平均温度,18,36,0.23077785505870782,0.23077785505870782
4#风箱平均温度,19,38,0.2195633009389306,0.2195633009389306
4#风箱平均温度,20,40,0.2087227658938256,0.2087227658938256
4#风箱平均温度,21,42,0.1980431150123322,0.1980431150123322
4#风箱平均温度,22,44,0.18778044717896494,0.18778044717896494
4#风箱平均温度,23,46,0.18014052011377635,0.18014052011377635
4#风箱平均温度,24,48,0.1741609376846963,0.1741609376846963
4#风箱平均温度,25,50,0.17187976956189785,0.17187976956189785
4#风箱平均温度,26,52,0.17084468436139477,0.17084468436139477
4#风箱平均温度,27,54,0.1678795686691664,0.1678795686691664
4#风箱平均温度,28,56,0.16347801867739511,0.16347801867739511
4#风箱平均温度,29,58,0.15848514319778867,0.15848514319778867
4#风箱平均温度,30,60,0.15370734620389515,0.15370734620389515
4#风箱平均温度,31,62,0.1495504076830882,0.1495504076830882
4#风箱平均温度,32,64,0.1416036158371161,0.1416036158371161
4#风箱平均温度,33,66,0.13200052326954728,0.13200052326954728
4#风箱平均温度,34,68,0.12390309111116085,0.12390309111116085
4#风箱平均温度,35,70,0.11734982471831762,0.11734982471831762
4#风箱平均温度,36,72,0.1114321380938924,0.1114321380938924
4#风箱平均温度,37,74,0.1053255050874647,0.1053255050874647
4#风箱平均温度,38,76,0.09909457044667186,0.09909457044667186
4#风箱平均温度,39,78,0.09308808203403654,0.09308808203403654
4#风箱平均温度,40,80,0.08729906527178315,0.08729906527178315
4#风箱平均温度,41,82,0.08286013494947743,0.08286013494947743
4#风箱平均温度,42,84,0.0807489691694596,0.0807489691694596
4#风箱平均温度,43,86,0.08075012215648049,0.08075012215648049
4#风箱平均温度,44,88,0.08260590737419904,0.08260590737419904
4#风箱平均温度,45,90,0.08088086540194203,0.08088086540194203
4#风箱平均温度,46,92,0.07484144205017208,0.07484144205017208
4#风箱平均温度,47,94,0.06494112597056205,0.06494112597056205
4#风箱平均温度,48,96,0.05329424889408308,0.05329424889408308
4#风箱平均温度,49,98,0.047984735546456506,0.047984735546456506
4#风箱平均温度,50,100,0.04794111974254661,0.04794111974254661
4#风箱平均温度,51,102,0.05154855717826093,0.05154855717826093
4#风箱平均温度,52,104,0.05578194192004286,0.05578194192004286
4#风箱平均温度,53,106,0.058186305954687746,0.058186305954687746
4#风箱平均温度,54,108,0.05774182030036483,0.05774182030036483
4#风箱平均温度,55,110,0.054388832555594416,0.054388832555594416
4#风箱平均温度,56,112,0.04962368097861498,0.04962368097861498
4#风箱平均温度,57,114,0.045369456696863014,0.045369456696863014
4#风箱平均温度,58,116,0.04331477057082675,0.04331477057082675
4#风箱平均温度,59,118,0.04211781613774595,0.04211781613774595
4#风箱平均温度,60,120,0.03936106906654353,0.03936106906654353
4#风箱平均温度,61,122,0.03664316761414203,0.03664316761414203
4#风箱平均温度,62,124,0.034824421720368946,0.034824421720368946
4#风箱平均温度,63,126,0.03376114318692664,0.03376114318692664
4#风箱平均温度,64,128,0.03162437888838626,0.03162437888838626
4#风箱平均温度,65,130,0.026405659162489874,0.026405659162489874
4#风箱平均温度,66,132,0.020321417235334076,0.020321417235334076
4#风箱平均温度,67,134,0.014163963912438597,0.014163963912438597
4#风箱平均温度,68,136,0.007996617868898367,0.007996617868898367
4#风箱平均温度,69,138,0.004415551352362159,0.004415551352362159
4#风箱平均温度,70,140,0.004553610259084908,0.004553610259084908
4#风箱平均温度,71,142,0.0060285946788686175,0.0060285946788686175
4#风箱平均温度,72,144,0.007056288025230955,0.007056288025230955
4#风箱平均温度,73,146,0.0071401046868614145,0.0071401046868614145
4#风箱平均温度,74,148,0.006185148464003182,0.006185148464003182
4#风箱平均温度,75,150,0.0023073913260461295,0.0023073913260461295
4#风箱平均温度,76,152,-0.002276803793679766,0.002276803793679766
4#风箱平均温度,77,154,-0.004435645404761406,0.004435645404761406
4#风箱平均温度,78,156,-0.00515872063828053,0.00515872063828053
4#风箱平均温度,79,158,-0.0037799809608736763,0.0037799809608736763
4#风箱平均温度,80,160,0.0013302245943335297,0.0013302245943335297
5#风箱平均温度,0,0,0.051503501978386844,0.051503501978386844
5#风箱平均温度,1,2,0.056781105534226654,0.056781105534226654
5#风箱平均温度,2,4,0.06119200760772625,0.06119200760772625
5#风箱平均温度,3,6,0.06192912947584048,0.06192912947584048
5#风箱平均温度,4,8,0.05897589326797247,0.05897589326797247
5#风箱平均温度,5,10,0.05334569659616835,0.05334569659616835
5#风箱平均温度,6,12,0.047953281173066985,0.047953281173066985
5#风箱平均温度,7,14,0.04333822968391323,0.04333822968391323
5#风箱平均温度,8,16,0.04340914712700173,0.04340914712700173
5#风箱平均温度,9,18,0.047962696001446016,0.047962696001446016
5#风箱平均温度,10,20,0.05482295159661379,0.05482295159661379
5#风箱平均温度,11,22,0.06298489983977254,0.06298489983977254
5#风箱平均温度,12,24,0.06936324733221286,0.06936324733221286
5#风箱平均温度,13,26,0.07225333487476458,0.07225333487476458
5#风箱平均温度,14,28,0.07186666819618895,0.07186666819618895
5#风箱平均温度,15,30,0.06817038686630675,0.06817038686630675
5#风箱平均温度,16,32,0.06198360969810552,0.06198360969810552
5#风箱平均温度,17,34,0.05274615570252012,0.05274615570252012
5#风箱平均温度,18,36,0.04366544768842432,0.04366544768842432
5#风箱平均温度,19,38,0.03360590397931388,0.03360590397931388
5#风箱平均温度,20,40,0.024237903591036263,0.024237903591036263
5#风箱平均温度,21,42,0.017024447035222674,0.017024447035222674
5#风箱平均温度,22,44,0.011540415891801235,0.011540415891801235
5#风箱平均温度,23,46,0.007491642970053067,0.007491642970053067
5#风箱平均温度,24,48,0.003988570848826389,0.003988570848826389
5#风箱平均温度,25,50,0.0010412856087728775,0.0010412856087728775
5#风箱平均温度,26,52,-0.0018699684021830287,0.0018699684021830287
5#风箱平均温度,27,54,-0.006575988000177239,0.006575988000177239
5#风箱平均温度,28,56,-0.010362134210455001,0.010362134210455001
5#风箱平均温度,29,58,-0.0136336634822558,0.0136336634822558
5#风箱平均温度,30,60,-0.015634054882128975,0.015634054882128975
5#风箱平均温度,31,62,-0.015895180688629298,0.015895180688629298
5#风箱平均温度,32,64,-0.0126830770733732,0.0126830770733732
5#风箱平均温度,33,66,-0.006924570579106754,0.006924570579106754
5#风箱平均温度,34,68,-0.00045488458650149886,0.00045488458650149886
5#风箱平均温度,35,70,0.007498659419209682,0.007498659419209682
5#风箱平均温度,36,72,0.016165977242726552,0.016165977242726552
5#风箱平均温度,37,74,0.022158240626822798,0.022158240626822798
5#风箱平均温度,38,76,0.02472937789767693,0.02472937789767693
5#风箱平均温度,39,78,0.023897673846384877,0.023897673846384877
5#风箱平均温度,40,80,0.020965697536912364,0.020965697536912364
5#风箱平均温度,41,82,0.01682056865192994,0.01682056865192994
5#风箱平均温度,42,84,0.012562386498651946,0.012562386498651946
5#风箱平均温度,43,86,0.009134524354050945,0.009134524354050945
5#风箱平均温度,44,88,0.007774443634875284,0.007774443634875284
5#风箱平均温度,45,90,0.009228137546750866,0.009228137546750866
5#风箱平均温度,46,92,0.011427988625233608,0.011427988625233608
5#风箱平均温度,47,94,0.013221480581915461,0.013221480581915461
5#风箱平均温度,48,96,0.016671568724787218,0.016671568724787218
5#风箱平均温度,49,98,0.01970712312295553,0.01970712312295553
5#风箱平均温度,50,100,0.019959712457342255,0.019959712457342255
5#风箱平均温度,51,102,0.015589229714028414,0.015589229714028414
5#风箱平均温度,52,104,0.007515267434294334,0.007515267434294334
5#风箱平均温度,53,106,-0.0015585093178034713,0.0015585093178034713
5#风箱平均温度,54,108,-0.00794834889352408,0.00794834889352408
5#风箱平均温度,55,110,-0.014243522843713104,0.014243522843713104
5#风箱平均温度,56,112,-0.018223472821019143,0.018223472821019143
5#风箱平均温度,57,114,-0.019727222210502805,0.019727222210502805
5#风箱平均温度,58,116,-0.019776784146430998,0.019776784146430998
5#风箱平均温度,59,118,-0.01672950660190014,0.01672950660190014
5#风箱平均温度,60,120,-0.013520199349196719,0.013520199349196719
5#风箱平均温度,61,122,-0.0114203884373475,0.0114203884373475
5#风箱平均温度,62,124,-0.010730724589187446,0.010730724589187446
5#风箱平均温度,63,126,-0.010208625087268244,0.010208625087268244
5#风箱平均温度,64,128,-0.009644513326398886,0.009644513326398886
5#风箱平均温度,65,130,-0.011159916506687479,0.011159916506687479
5#风箱平均温度,66,132,-0.01223141371653078,0.01223141371653078
5#风箱平均温度,67,134,-0.013038917615471636,0.013038917615471636
5#风箱平均温度,68,136,-0.01321667365599495,0.01321667365599495
5#风箱平均温度,69,138,-0.012867280389284435,0.012867280389284435
5#风箱平均温度,70,140,-0.013462809908213275,0.013462809908213275
5#风箱平均温度,71,142,-0.015089734092180243,0.015089734092180243
5#风箱平均温度,72,144,-0.015316393586535021,0.015316393586535021
5#风箱平均温度,73,146,-0.013131289886109178,0.013131289886109178
5#风箱平均温度,74,148,-0.009815673078256124,0.009815673078256124
5#风箱平均温度,75,150,-0.003099690805805025,0.003099690805805025
5#风箱平均温度,76,152,0.004996533471843895,0.004996533471843895
5#风箱平均温度,77,154,0.010089807305489185,0.010089807305489185
5#风箱平均温度,78,156,0.013808024131736851,0.013808024131736851
5#风箱平均温度,79,158,0.016112668868245528,0.016112668868245528
5#风箱平均温度,80,160,0.016407278507406087,0.016407278507406087
6#风箱平均温度,0,0,0.2103328695138452,0.2103328695138452
6#风箱平均温度,1,2,0.22720816817108855,0.22720816817108855
6#风箱平均温度,2,4,0.2395113128625713,0.2395113128625713
6#风箱平均温度,3,6,0.24486311378060693,0.24486311378060693
6#风箱平均温度,4,8,0.2424364969405898,0.2424364969405898
6#风箱平均温度,5,10,0.23388199642745902,0.23388199642745902
6#风箱平均温度,6,12,0.22299567566397913,0.22299567566397913
6#风箱平均温度,7,14,0.21293671320298727,0.21293671320298727
6#风箱平均温度,8,16,0.20807128786339465,0.20807128786339465
6#风箱平均温度,9,18,0.20857945095585406,0.20857945095585406
6#风箱平均温度,10,20,0.21518623185508978,0.21518623185508978
6#风箱平均温度,11,22,0.22477205207239737,0.22477205207239737
6#风箱平均温度,12,24,0.23507105745406445,0.23507105745406445
6#风箱平均温度,13,26,0.24211423833979454,0.24211423833979454
6#风箱平均温度,14,28,0.24466575249738504,0.24466575249738504
6#风箱平均温度,15,30,0.2435430120167184,0.2435430120167184
6#风箱平均温度,16,32,0.2351868941703286,0.2351868941703286
6#风箱平均温度,17,34,0.2201780841029401,0.2201780841029401
6#风箱平均温度,18,36,0.20212734950654287,0.20212734950654287
6#风箱平均温度,19,38,0.1825508450353139,0.1825508450353139
6#风箱平均温度,20,40,0.16472224892255138,0.16472224892255138
6#风箱平均温度,21,42,0.1498508904966345,0.1498508904966345
6#风箱平均温度,22,44,0.1401477486785571,0.1401477486785571
6#风箱平均温度,23,46,0.1324272651662497,0.1324272651662497
6#风箱平均温度,24,48,0.1259411011511573,0.1259411011511573
6#风箱平均温度,25,50,0.11969955200608108,0.11969955200608108
6#风箱平均温度,26,52,0.11295890090085461,0.11295890090085461
6#风箱平均温度,27,54,0.10802560244320761,0.10802560244320761
6#风箱平均温度,28,56,0.10429075472726689,0.10429075472726689
6#风箱平均温度,29,58,0.09869940643346048,0.09869940643346048
6#风箱平均温度,30,60,0.09217344831121971,0.09217344831121971
6#风箱平均温度,31,62,0.08653460125151617,0.08653460125151617
6#风箱平均温度,32,64,0.08319031822950765,0.08319031822950765
6#风箱平均温度,33,66,0.08283049590458459,0.08283049590458459
6#风箱平均温度,34,68,0.08514358999671325,0.08514358999671325
6#风箱平均温度,35,70,0.08760457764831518,0.08760457764831518
6#风箱平均温度,36,72,0.09010750928877889,0.09010750928877889
6#风箱平均温度,37,74,0.08916578796060984,0.08916578796060984
6#风箱平均温度,38,76,0.08511127357400879,0.08511127357400879
6#风箱平均温度,39,78,0.0806168989141015,0.0806168989141015
6#风箱平均温度,40,80,0.07834559647934593,0.07834559647934593
6#风箱平均温度,41,82,0.07786808055742238,0.07786808055742238
6#风箱平均温度,42,84,0.0757634536609515,0.0757634536609515
6#风箱平均温度,43,86,0.0720619027411475,0.0720619027411475
6#风箱平均温度,44,88,0.06410180799319094,0.06410180799319094
6#风箱平均温度,45,90,0.05294097040569958,0.05294097040569958
6#风箱平均温度,46,92,0.04635003052675952,0.04635003052675952
6#风箱平均温度,47,94,0.04385808556614731,0.04385808556614731
6#风箱平均温度,48,96,0.04827140691983289,0.04827140691983289
6#风箱平均温度,49,98,0.05490679034775579,0.05490679034775579
6#风箱平均温度,50,100,0.05841551303014098,0.05841551303014098
6#风箱平均温度,51,102,0.05717904167843115,0.05717904167843115
6#风箱平均温度,52,104,0.05139579639166495,0.05139579639166495
6#风箱平均温度,53,106,0.04332662919941211,0.04332662919941211
6#风箱平均温度,54,108,0.03533745704381317,0.03533745704381317
6#风箱平均温度,55,110,0.028376976302958653,0.028376976302958653
6#风箱平均温度,56,112,0.024442064460726144,0.024442064460726144
6#风箱平均温度,57,114,0.021981640789879544,0.021981640789879544
6#风箱平均温度,58,116,0.020582897268814127,0.020582897268814127
6#风箱平均温度,59,118,0.020769446302914583,0.020769446302914583
6#风箱平均温度,60,120,0.02254221990073869,0.02254221990073869
6#风箱平均温度,61,122,0.022968138891038277,0.022968138891038277
6#风箱平均温度,62,124,0.021639808861405423,0.021639808861405423
6#风箱平均温度,63,126,0.01898525093373955,0.01898525093373955
6#风箱平均温度,64,128,0.015321179910082377,0.015321179910082377
6#风箱平均温度,65,130,0.008672404799866784,0.008672404799866784
6#风箱平均温度,66,132,0.0017360746604536408,0.0017360746604536408
6#风箱平均温度,67,134,-0.0011862847712817797,0.0011862847712817797
6#风箱平均温度,68,136,-0.0005286458305206835,0.0005286458305206835
6#风箱平均温度,69,138,0.001027553397188853,0.001027553397188853
6#风箱平均温度,70,140,0.0031016266565501486,0.0031016266565501486
6#风箱平均温度,71,142,0.0034665836924634794,0.0034665836924634794
6#风箱平均温度,72,144,0.0007045950625461493,0.0007045950625461493
6#风箱平均温度,73,146,-0.0021168788912610554,0.0021168788912610554
6#风箱平均温度,74,148,-0.004145133477252082,0.004145133477252082
6#风箱平均温度,75,150,-0.003261520458953683,0.003261520458953683
6#风箱平均温度,76,152,0.0014438990771584196,0.0014438990771584196
6#风箱平均温度,77,154,0.007644678463775026,0.007644678463775026
6#风箱平均温度,78,156,0.014079760450657565,0.014079760450657565
6#风箱平均温度,79,158,0.019346589381241248,0.019346589381241248
6#风箱平均温度,80,160,0.0221957969430676,0.0221957969430676
7#风箱平均温度,0,0,0.21741598974311083,0.21741598974311083
7#风箱平均温度,1,2,0.23222553105213564,0.23222553105213564
7#风箱平均温度,2,4,0.24358038003983842,0.24358038003983842
7#风箱平均温度,3,6,0.24924243537426752,0.24924243537426752
7#风箱平均温度,4,8,0.2508342867750104,0.2508342867750104
7#风箱平均温度,5,10,0.25086134792831893,0.25086134792831893
7#风箱平均温度,6,12,0.24977884924406726,0.24977884924406726
7#风箱平均温度,7,14,0.24832788421504018,0.24832788421504018
7#风箱平均温度,8,16,0.24872634494985604,0.24872634494985604
7#风箱平均温度,9,18,0.2505530783086858,0.2505530783086858
7#风箱平均温度,10,20,0.2515239513024544,0.2515239513024544
7#风箱平均温度,11,22,0.24973612006445617,0.24973612006445617
7#风箱平均温度,12,24,0.24321076518122586,0.24321076518122586
7#风箱平均温度,13,26,0.23365959814925344,0.23365959814925344
7#风箱平均温度,14,28,0.22051892709074397,0.22051892709074397
7#风箱平均温度,15,30,0.2057540286534837,0.2057540286534837
7#风箱平均温度,16,32,0.19346629199764961,0.19346629199764961
7#风箱平均温度,17,34,0.1842185569907486,0.1842185569907486
7#风箱平均温度,18,36,0.1768436331344797,0.1768436331344797
7#风箱平均温度,19,38,0.17101255403880333,0.17101255403880333
7#风箱平均温度,20,40,0.16769935836911112,0.16769935836911112
7#风箱平均温度,21,42,0.1686434062901649,0.1686434062901649
7#风箱平均温度,22,44,0.17385366172842828,0.17385366172842828
7#风箱平均温度,23,46,0.17300263384781817,0.17300263384781817
7#风箱平均温度,24,48,0.16309426576810762,0.16309426576810762
7#风箱平均温度,25,50,0.1503460912696157,0.1503460912696157
7#风箱平均温度,26,52,0.13480862718277886,0.13480862718277886
7#风箱平均温度,27,54,0.12168416636661394,0.12168416636661394
7#风箱平均温度,28,56,0.11332855106354534,0.11332855106354534
7#风箱平均温度,29,58,0.10676936071444736,0.10676936071444736
7#风箱平均温度,30,60,0.10392589368958113,0.10392589368958113
7#风箱平均温度,31,62,0.10409236152001897,0.10409236152001897
7#风箱平均温度,32,64,0.10447481901313309,0.10447481901313309
7#风箱平均温度,33,66,0.10110923762387798,0.10110923762387798
7#风箱平均温度,34,68,0.09640146847427873,0.09640146847427873
7#风箱平均温度,35,70,0.09102026449455868,0.09102026449455868
7#风箱平均温度,36,72,0.08503719396254743,0.08503719396254743
7#风箱平均温度,37,74,0.08025430311476947,0.08025430311476947
7#风箱平均温度,38,76,0.07681082639927601,0.07681082639927601
7#风箱平均温度,39,78,0.07482349934962264,0.07482349934962264
7#风箱平均温度,40,80,0.07460687321030243,0.07460687321030243
7#风箱平均温度,41,82,0.06933950529285486,0.06933950529285486
7#风箱平均温度,42,84,0.06078257900775082,0.06078257900775082
7#风箱平均温度,43,86,0.047219117063378536,0.047219117063378536
7#风箱平均温度,44,88,0.03619029618732435,0.03619029618732435
7#风箱平均温度,45,90,0.029435497735317437,0.029435497735317437
7#风箱平均温度,46,92,0.028504946027144092,0.028504946027144092
7#风箱平均温度,47,94,0.03866517740454355,0.03866517740454355
7#风箱平均温度,48,96,0.04576211873857638,0.04576211873857638
7#风箱平均温度,49,98,0.04688017238056824,0.04688017238056824
7#风箱平均温度,50,100,0.045593990593074916,0.045593990593074916
7#风箱平均温度,51,102,0.04324939950905255,0.04324939950905255
7#风箱平均温度,52,104,0.039545621656796044,0.039545621656796044
7#风箱平均温度,53,106,0.03735825401316762,0.03735825401316762
7#风箱平均温度,54,108,0.0366856354859547,0.0366856354859547
7#风箱平均温度,55,110,0.03544882572215138,0.03544882572215138
7#风箱平均温度,56,112,0.033637584822804795,0.033637584822804795
7#风箱平均温度,57,114,0.030489994386391318,0.030489994386391318
7#风箱平均温度,58,116,0.028999265652568416,0.028999265652568416
7#风箱平均温度,59,118,0.02708307508739076,0.02708307508739076
7#风箱平均温度,60,120,0.022742867709658294,0.022742867709658294
7#风箱平均温度,61,122,0.0168414305070592,0.0168414305070592
7#风箱平均温度,62,124,0.010129299850023928,0.010129299850023928
7#风箱平均温度,63,126,0.0023678097490337797,0.0023678097490337797
7#风箱平均温度,64,128,-0.004272105807281869,0.004272105807281869
7#风箱平均温度,65,130,-0.0038356524375246868,0.0038356524375246868
7#风箱平均温度,66,132,-0.005227063191690235,0.005227063191690235
7#风箱平均温度,67,134,-0.007491256539609567,0.007491256539609567
7#风箱平均温度,68,136,-0.008559997029840527,0.008559997029840527
7#风箱平均温度,69,138,-0.010712733247791496,0.010712733247791496
7#风箱平均温度,70,140,-0.013114509811742354,0.013114509811742354
7#风箱平均温度,71,142,-0.01609051417913106,0.01609051417913106
7#风箱平均温度,72,144,-0.016896619045752053,0.016896619045752053
7#风箱平均温度,73,146,-0.014581039512554538,0.014581039512554538
7#风箱平均温度,74,148,-0.012343468415239688,0.012343468415239688
7#风箱平均温度,75,150,-0.008987640084399898,0.008987640084399898
7#风箱平均温度,76,152,-0.004856769815668221,0.004856769815668221
7#风箱平均温度,77,154,-0.0035623408347100977,0.0035623408347100977
7#风箱平均温度,78,156,-0.005752803599993728,0.005752803599993728
7#风箱平均温度,79,158,-0.011066842672454369,0.011066842672454369
7#风箱平均温度,80,160,-0.019871492546366307,0.019871492546366307
8#风箱平均温度,0,0,0.1718513117865472,0.1718513117865472
8#风箱平均温度,1,2,0.18611039092844323,0.18611039092844323
8#风箱平均温度,2,4,0.19943689516948482,0.19943689516948482
8#风箱平均温度,3,6,0.20761655061904183,0.20761655061904183
8#风箱平均温度,4,8,0.2109983377834094,0.2109983377834094
8#风箱平均温度,5,10,0.21271707807513435,0.21271707807513435
8#风箱平均温度,6,12,0.2134925463960135,0.2134925463960135
8#风箱平均温度,7,14,0.21519453001640027,0.21519453001640027
8#风箱平均温度,8,16,0.21703887844504316,0.21703887844504316
8#风箱平均温度,9,18,0.21762877834638866,0.21762877834638866
8#风箱平均温度,10,20,0.21178071627534037,0.21178071627534037
8#风箱平均温度,11,22,0.20220864746299827,0.20220864746299827
8#风箱平均温度,12,24,0.19101607219272096,0.19101607219272096
8#风箱平均温度,13,26,0.17595776852651543,0.17595776852651543
8#风箱平均温度,14,28,0.15987762854891135,0.15987762854891135
8#风箱平均温度,15,30,0.14891284991007467,0.14891284991007467
8#风箱平均温度,16,32,0.14654684213025432,0.14654684213025432
8#风箱平均温度,17,34,0.14844179871602753,0.14844179871602753
8#风箱平均温度,18,36,0.15062492188309637,0.15062492188309637
8#风箱平均温度,19,38,0.15444619234800072,0.15444619234800072
8#风箱平均温度,20,40,0.15922269088165703,0.15922269088165703
8#风箱平均温度,21,42,0.1654916488194008,0.1654916488194008
8#风箱平均温度,22,44,0.17271900020975375,0.17271900020975375
8#风箱平均温度,23,46,0.17519195174898294,0.17519195174898294
8#风箱平均温度,24,48,0.1634747848764941,0.1634747848764941
8#风箱平均温度,25,50,0.1399291858298544,0.1399291858298544
8#风箱平均温度,26,52,0.10555607435856151,0.10555607435856151
8#风箱平均温度,27,54,0.07615044536801291,0.07615044536801291
8#风箱平均温度,28,56,0.06320831143983852,0.06320831143983852
8#风箱平均温度,29,58,0.05918183012333593,0.05918183012333593
8#风箱平均温度,30,60,0.06464158358177866,0.06464158358177866
8#风箱平均温度,31,62,0.07384635107370212,0.07384635107370212
8#风箱平均温度,32,64,0.07704475806833998,0.07704475806833998
8#风箱平均温度,33,66,0.07362783506543474,0.07362783506543474
8#风箱平均温度,34,68,0.06788591542379431,0.06788591542379431
8#风箱平均温度,35,70,0.06217819182383751,0.06217819182383751
8#风箱平均温度,36,72,0.05876427115556397,0.05876427115556397
8#风箱平均温度,37,74,0.05768170170034513,0.05768170170034513
8#风箱平均温度,38,76,0.05536845853541477,0.05536845853541477
8#风箱平均温度,39,78,0.05182673493336211,0.05182673493336211
8#风箱平均温度,40,80,0.05105701727544402,0.05105701727544402
8#风箱平均温度,41,82,0.04305886760869679,0.04305886760869679
8#风箱平均温度,42,84,0.031721856137999736,0.031721856137999736
8#风箱平均温度,43,86,0.02493561517813423,0.02493561517813423
8#风箱平均温度,44,88,0.020125088439066574,0.020125088439066574
8#风箱平均温度,45,90,0.017890679555319196,0.017890679555319196
8#风箱平均温度,46,92,0.021488882866439993,0.021488882866439993
8#风箱平均温度,47,94,0.03353669960946736,0.03353669960946736
8#风箱平均温度,48,96,0.03855751102686156,0.03855751102686156
8#风箱平均温度,49,98,0.03959026218662651,0.03959026218662651
8#风箱平均温度,50,100,0.03997247062657993,0.03997247062657993
8#风箱平均温度,51,102,0.0379024705013766,0.0379024705013766
8#风箱平均温度,52,104,0.036700007126411895,0.036700007126411895
8#风箱平均温度,53,106,0.03638528895962949,0.03638528895962949
8#风箱平均温度,54,108,0.035511878775815596,0.035511878775815596
8#风箱平均温度,55,110,0.03313927611340897,0.03313927611340897
8#风箱平均温度,56,112,0.029974087233294967,0.029974087233294967
8#风箱平均温度,57,114,0.02594693353379317,0.02594693353379317
8#风箱平均温度,58,116,0.020434459197910777,0.020434459197910777
8#风箱平均温度,59,118,0.013301482984896335,0.013301482984896335
8#风箱平均温度,60,120,0.005512121164776043,0.005512121164776043
8#风箱平均温度,61,122,-0.003811977278338717,0.003811977278338717
8#风箱平均温度,62,124,-0.012593124879470544,0.012593124879470544
8#风箱平均温度,63,126,-0.01982291235624331,0.01982291235624331
8#风箱平均温度,64,128,-0.019921780424799806,0.019921780424799806
8#风箱平均温度,65,130,-0.01242409424375419,0.01242409424375419
8#风箱平均温度,66,132,-0.011882125107874954,0.011882125107874954
8#风箱平均温度,67,134,-0.01156181685915482,0.01156181685915482
8#风箱平均温度,68,136,-0.01177475026225635,0.01177475026225635
8#风箱平均温度,69,138,-0.015458556565197472,0.015458556565197472
8#风箱平均温度,70,140,-0.01994486418447872,0.01994486418447872
8#风箱平均温度,71,142,-0.02189855342531223,0.02189855342531223
8#风箱平均温度,72,144,-0.022145286398722975,0.022145286398722975
8#风箱平均温度,73,146,-0.019535044406134232,0.019535044406134232
8#风箱平均温度,74,148,-0.01486231307000015,0.01486231307000015
8#风箱平均温度,75,150,-0.01224613624369922,0.01224613624369922
8#风箱平均温度,76,152,-0.012039523945705618,0.012039523945705618
8#风箱平均温度,77,154,-0.014603865527629852,0.014603865527629852
